Customer ID,Loan ID,Loan Amount,Tenure,Interest Rate,Monthly payment,EMIs paid on Time,Date of Approval,End Date
5,4521,200000,180,8.83,3954,100,3/2/2017,3/2/2032
115,3591,700000,78,8.35,14520,58,8/3/2015,2/3/2022
110,7005,500000,54,16.21,16887,41,7/9/2018,1/9/2023
121,7007,800000,33,15.58,32385,31,12/9/2013,9/9/2016
275,2261,500000,162,14.51,17965,128,6/13/2010,12/13/2023
178,4899,600000,12,10.72,55360,9,8/8/2010,8/8/2011
215,2257,900000,87,11.63,22345,75,11/29/2018,2/28/2026
39,1924,600000,84,15.11,19128,84,1/5/2013,1/5/2020
41,8954,800000,117,15.91,25822,100,6/10/2012,3/10/2022
133,3171,400000,27,11.5,18418,22,7/2/2022,10/2/2024
107,8097,600000,78,15.44,18205,46,10/31/2016,4/30/2023
85,4795,500000,129,14.06,14445,120,8/14/2023,5/14/2034
32,8353,900000,78,13.94,25247,75,1/2/2019,7/2/2025
28,9357,100000,54,12.09,2923,27,5/27/2019,11/27/2023
238,6885,600000,105,11.6,13749,99,7/23/2020,4/23/2029
252,4476,300000,138,14.61,9743,122,9/2/2021,3/2/2033
288,8668,500000,45,8.01,14001,34,9/19/2016,6/19/2020
53,7408,800000,45,14.86,26939,40,12/24/2015,9/24/2019
214,4707,300000,138,12.96,8306,116,8/7/2017,2/7/2029
126,9526,400000,84,11.59,10260,43,12/5/2016,12/5/2023
240,9555,1000000,18,9.75,60972,15,1/31/2012,7/31/2013
269,4872,600000,174,9.64,12507,107,3/2/2016,9/2/2030
223,7953,900000,120,14.73,29637,116,11/21/2014,11/21/2024
251,9518,400000,105,15.42,11998,81,1/25/2021,10/25/2029
117,5074,200000,24,8.15,9747,18,10/27/2021,10/27/2023
59,4987,700000,21,11.4,37133,18,8/3/2010,5/3/2012
116,9450,900000,162,9.2,17443,156,3/18/2013,9/18/2026
203,9071,800000,114,13.39,21745,81,4/13/2021,10/13/2030
46,4085,1000000,120,8.09,18142,109,10/18/2020,10/18/2030
102,5088,200000,177,12.6,5951,106,7/11/2013,4/11/2028
27,5118,200000,168,11.86,5717,108,2/17/2018,2/17/2032
221,1785,900000,165,15,33561,85,1/10/2021,10/10/2034
93,9833,600000,84,11.4,15208,61,5/25/2023,5/25/2030
232,9446,400000,141,17.55,16799,131,7/4/2017,4/4/2029
144,4014,700000,132,8.06,12441,127,9/20/2022,9/20/2033
93,8459,900000,33,12.78,34689,23,6/18/2016,3/18/2019
3,1313,100000,132,17.74,4567,113,11/24/2019,11/24/2030
68,8404,400000,162,17.36,19784,103,2/12/2011,8/12/2024
247,4321,300000,132,16.32,11988,112,8/8/2015,8/8/2026
67,7099,800000,153,15.74,30213,79,2/12/2018,11/12/2030
161,1824,700000,174,17.62,39020,151,2/21/2012,8/21/2026
104,8193,900000,33,11.21,33730,23,11/19/2013,8/19/2016
257,8769,200000,117,17.53,7314,70,12/7/2022,9/7/2032
263,8771,700000,126,8.19,12207,77,10/29/2016,4/29/2027
101,5594,300000,45,16.11,10436,31,4/7/2019,1/7/2023
204,8630,500000,36,16.37,21887,30,2/4/2023,2/4/2026
181,8093,800000,162,12.28,22259,144,11/30/2012,5/30/2026
295,6525,800000,57,12.03,22108,49,12/15/2021,9/15/2026
135,4370,900000,45,11.06,27397,40,7/14/2018,4/14/2022
79,1908,200000,129,16.99,7446,107,3/5/2019,12/5/2029
228,8915,300000,132,17.56,13471,117,7/27/2013,7/27/2024
176,1955,800000,144,10.6,18612,118,3/22/2016,3/22/2028
241,5997,400000,114,11.63,9445,94,4/14/2023,10/14/2032
243,2489,900000,6,12.6,150000,6,12/22/2014,6/22/2015
101,9147,600000,6,14.68,100000,4,11/22/2020,5/22/2021
248,2839,400000,180,9.64,8837,149,12/17/2020,12/17/2035
1,7798,900000,138,17.92,39978,86,11/8/2021,5/8/2033
22,5977,800000,144,14.14,27163,93,5/25/2018,5/25/2030
153,7574,300000,159,17.95,16136,147,10/26/2010,1/26/2024
147,8122,600000,105,9.75,12028,83,10/28/2020,7/28/2029
117,8581,900000,54,13.06,27232,49,9/4/2019,3/4/2024
56,5371,900000,75,12.45,24263,61,11/18/2022,2/18/2029
55,8850,600000,36,16.19,26143,18,10/8/2010,10/8/2013
229,9856,500000,147,9.02,9588,113,9/3/2019,12/3/2031
140,6102,500000,66,16.25,16084,64,10/3/2017,4/3/2023
174,9954,900000,150,8.42,15829,144,2/17/2016,8/17/2028
93,3089,100000,123,10.22,2151,102,3/11/2013,6/11/2023
8,6693,500000,54,11.56,14342,53,5/15/2013,11/15/2017
166,7840,400000,63,14.75,12632,44,1/28/2020,4/28/2025
177,6195,300000,99,9.32,6181,87,6/7/2018,9/7/2026
296,3430,900000,90,10.95,20696,83,4/6/2010,10/6/2017
187,2978,200000,147,16.84,8807,78,11/12/2014,2/12/2027
266,3015,500000,81,10.42,11188,41,10/12/2021,7/12/2028
174,8752,200000,78,9.62,4449,71,9/9/2013,3/9/2020
228,4873,600000,147,11.32,14781,105,5/20/2014,8/20/2026
88,6330,800000,174,13.01,25479,134,7/21/2013,1/21/2028
300,4873,700000,45,13.75,22895,31,12/6/2013,9/6/2017
83,5904,300000,3,14.2,100000,2,8/12/2020,11/12/2020
164,6625,600000,90,9.23,12368,67,7/12/2021,1/12/2029
84,4567,600000,141,14.89,19590,98,3/4/2022,12/4/2033
200,6268,900000,180,16.35,48469,91,6/6/2011,6/6/2026
240,1003,400000,75,16.93,13632,66,5/4/2011,8/4/2017
127,1565,200000,63,8.12,4691,49,2/23/2023,5/23/2028
186,9748,300000,120,15.09,10193,74,12/14/2016,12/14/2026
249,9829,400000,87,8.76,8276,69,8/17/2013,11/17/2020
239,3632,900000,165,14.63,32184,138,2/12/2017,11/12/2030
281,2710,1000000,84,9.13,21945,71,9/23/2011,9/23/2018
29,6801,400000,33,17.89,16846,19,6/25/2013,3/25/2016
142,5200,600000,162,11.7,15607,141,7/3/2014,1/3/2028
238,6066,200000,75,9.12,4502,38,8/11/2018,11/11/2024
44,1957,500000,123,12.17,12818,78,12/7/2020,3/7/2031
161,1635,400000,180,14.49,16916,104,2/16/2021,2/16/2036
91,8579,900000,75,12.41,24211,53,5/11/2010,8/11/2016
63,8216,200000,165,10.78,4587,153,3/19/2023,12/19/2036
107,8848,600000,141,12.2,15096,135,3/14/2020,12/14/2031
60,4729,200000,39,11.52,7113,23,10/27/2022,1/27/2026
53,9735,600000,108,8.39,11472,95,8/20/2015,8/20/2024
87,7029,200000,93,9.8,4138,71,7/29/2015,4/29/2023
182,4130,400000,180,8.93,8017,144,1/19/2022,1/19/2037
240,8295,800000,81,13.11,20683,54,10/18/2018,7/18/2025
15,8768,300000,138,11.02,6865,130,8/4/2013,2/4/2025
167,7408,900000,69,15.63,26962,48,2/15/2022,11/15/2027
177,8895,800000,144,13.7,25933,85,8/30/2023,8/30/2035
69,3515,100000,105,17.06,3358,92,6/13/2021,3/13/2030
14,5592,800000,99,13.19,21773,87,4/4/2010,7/4/2018
141,4446,700000,66,13.21,19723,49,10/31/2013,4/30/2019
104,1261,700000,75,17.56,24637,56,6/1/2011,9/1/2017
18,6113,700000,51,11.26,21032,31,9/1/2016,12/1/2020
198,8932,600000,30,17.81,27758,19,10/10/2022,4/10/2025
170,2589,900000,180,13.27,32411,165,7/1/2010,7/1/2025
291,3914,800000,159,9.07,15555,123,12/8/2012,3/8/2026
265,1325,300000,6,12.48,50000,6,5/7/2015,11/7/2015
160,7211,400000,135,14.79,13510,103,8/9/2012,11/9/2023
119,4022,100000,87,13.2,2738,54,5/18/2011,8/18/2018
236,9666,400000,141,15.45,13778,121,10/12/2017,7/12/2029
22,4820,800000,33,12.22,30529,20,10/2/2018,7/2/2021
15,6202,400000,111,13.3,11087,104,6/21/2020,9/21/2029
220,9627,200000,72,12.19,5539,42,7/1/2014,7/1/2020
53,3540,100000,69,17.21,3206,43,4/29/2016,1/29/2022
74,3373,500000,120,8.42,9352,86,9/16/2022,9/16/2032
51,3588,600000,57,8.27,14465,34,2/6/2016,11/6/2020
81,9493,500000,51,8.37,13522,32,1/29/2018,4/29/2022
59,6644,500000,30,8.68,19686,16,10/20/2019,4/20/2022
235,4621,100000,99,14.51,2986,67,5/16/2012,8/16/2020
34,2809,600000,12,12.52,56260,12,6/7/2014,6/7/2015
45,2946,500000,111,13.19,13738,76,12/24/2020,3/24/2030
182,3026,300000,84,15.48,9781,69,7/14/2022,7/14/2029
132,7507,800000,63,13.01,23406,39,2/13/2018,5/13/2023
272,7825,300000,114,9,5716,100,1/6/2016,7/6/2025
155,3261,100000,27,14.37,4845,23,7/17/2022,10/17/2024
277,1718,500000,147,13.17,15012,138,7/1/2021,10/1/2033
14,8870,700000,3,10.2,233333,3,12/23/2021,3/23/2022
156,8265,400000,27,13.44,19065,15,12/5/2013,3/5/2016
137,8571,900000,84,16.23,30704,43,12/2/2022,12/2/2029
271,8688,100000,54,9.44,2657,50,6/15/2016,12/15/2020
96,8413,800000,129,9.33,15132,120,1/21/2010,10/21/2020
188,8257,400000,174,8.52,7222,109,9/23/2014,3/23/2029
70,7037,600000,105,16.91,19942,67,8/9/2012,5/9/2021
219,7547,200000,108,11.56,4957,61,2/26/2016,2/26/2025
6,4441,600000,15,17.28,46912,11,3/21/2011,6/21/2012
272,5212,500000,54,14.9,16138,41,2/6/2016,8/6/2020
66,6043,300000,72,10.34,7519,55,10/19/2022,10/19/2028
183,8349,200000,84,11.76,5185,73,3/14/2018,3/14/2025
252,7150,500000,126,13.54,14128,123,11/11/2017,5/11/2028
179,1562,300000,144,15,11146,94,4/8/2016,4/8/2028
243,6341,900000,162,17.42,44810,132,9/26/2021,3/26/2035
123,2262,200000,129,12.24,4919,67,8/19/2022,5/19/2033
231,7264,300000,69,16.58,9363,66,2/22/2013,11/22/2018
298,5078,600000,69,12.83,15901,50,3/7/2015,12/7/2020
86,6079,600000,132,15.99,23238,80,12/5/2020,12/5/2031
299,5808,700000,150,10.18,14936,98,11/10/2017,5/10/2030
233,3464,500000,168,11.05,12910,120,6/13/2012,6/13/2026
69,9810,600000,168,10.05,13649,87,8/7/2017,8/7/2031
116,9552,100000,72,14.54,3136,38,9/26/2020,9/26/2026
116,4618,500000,66,8.42,11349,43,6/14/2021,12/14/2026
223,7425,900000,81,14.68,25275,81,4/26/2021,1/26/2028
166,4828,800000,141,10.6,17186,140,6/2/2013,3/2/2025
229,5552,600000,180,15.61,29364,97,7/20/2011,7/20/2026
296,2991,700000,78,14.61,20339,42,10/26/2015,4/26/2022
199,1685,200000,108,14.18,6108,54,2/3/2014,2/3/2023
73,7933,900000,75,12.87,24811,52,6/17/2014,9/17/2020
44,7068,900000,180,14.89,40105,140,7/31/2018,7/31/2033
72,5020,500000,165,11.64,12681,90,3/1/2015,12/1/2028
180,8598,600000,138,12.62,16071,73,1/28/2022,7/28/2033
181,9009,200000,171,12.18,5846,116,12/21/2019,3/21/2034
83,4318,600000,126,15.76,20576,85,8/2/2020,2/2/2031
133,9660,600000,105,13.95,16243,74,3/14/2019,12/14/2027
273,1243,600000,45,15.53,20560,43,6/24/2012,3/24/2016
218,7753,800000,156,8.05,14031,146,1/2/2018,1/2/2031
222,9250,900000,90,11.22,21051,62,12/5/2015,6/5/2023
134,9600,700000,69,10.56,16759,56,4/26/2013,1/26/2019
136,3535,800000,108,16.94,30292,69,9/17/2018,9/17/2027
8,7737,600000,60,13.25,18629,53,4/22/2012,4/22/2017
68,9024,100000,99,17.02,3552,65,2/23/2016,5/23/2024
255,7732,200000,81,16.18,6072,65,9/29/2017,6/29/2024
251,8156,300000,27,11.48,13809,14,8/19/2018,11/19/2020
21,5147,600000,102,16.37,19782,82,3/27/2018,9/27/2026
142,2866,800000,102,16.72,27018,66,11/16/2018,5/16/2027
202,2122,400000,129,14.62,12136,102,8/31/2021,5/31/2032
274,4520,900000,93,16.96,28975,48,1/20/2021,10/20/2028
292,2233,300000,114,8.27,5380,104,4/4/2014,10/4/2023
87,1582,700000,54,15.89,23382,36,10/14/2017,4/14/2022
21,9517,500000,123,16.16,18182,96,7/1/2015,10/1/2025
117,5158,200000,81,10.59,4517,50,4/12/2017,1/12/2024
25,1067,700000,36,15.48,29944,31,4/23/2022,4/23/2025
155,1005,200000,171,10.36,4649,169,12/5/2015,3/5/2030
170,1492,500000,114,8.78,9354,77,9/17/2010,3/17/2020
195,3976,300000,168,8.66,5712,111,8/17/2023,8/17/2037
164,3398,600000,63,12.07,16837,43,5/15/2018,8/15/2023
51,1637,200000,129,16.44,7103,106,11/25/2021,8/25/2032
122,3423,800000,57,11.17,21437,57,12/4/2015,9/4/2020
59,8561,700000,45,11.68,21668,37,1/31/2011,10/31/2014
76,1672,500000,165,10.98,11740,114,1/30/2020,10/30/2033
210,3672,800000,144,13.79,26180,87,2/13/2014,2/13/2026
227,1765,600000,27,9.43,26611,14,4/3/2011,7/3/2013
131,3252,600000,81,13.13,15529,67,11/9/2020,8/9/2027
3,3050,500000,78,8.86,10668,75,10/3/2017,4/3/2024
185,4664,800000,150,8.56,14290,99,3/26/2023,9/26/2035
85,8135,800000,36,15.69,34409,24,12/3/2016,12/3/2019
73,2790,300000,24,11.47,15532,20,5/23/2012,5/23/2014
204,3804,700000,63,10.27,18115,63,4/18/2010,7/18/2015
152,4955,700000,156,9.99,15473,80,3/9/2021,3/9/2034
151,6741,500000,153,15.52,18457,92,4/22/2015,1/22/2028
125,1299,900000,15,11.64,66984,8,4/28/2017,7/28/2018
199,5753,100000,15,17.36,7824,8,2/1/2018,5/1/2019
97,4859,800000,33,15.4,32284,23,7/22/2015,4/22/2018
299,5432,300000,180,14.37,12489,108,5/20/2015,5/20/2030
15,1512,600000,96,10.49,13882,54,6/1/2023,6/1/2031
115,7273,400000,45,13.63,13041,24,9/7/2019,6/7/2023
297,4881,1000000,42,9.63,31372,35,3/3/2018,9/3/2021
152,1954,100000,45,13.91,3285,40,1/6/2021,10/6/2024
25,8879,900000,132,14.37,29861,81,3/20/2023,3/20/2034
205,2080,400000,6,12,66667,4,2/19/2023,8/19/2023
251,1042,200000,42,12.65,6807,24,2/6/2019,8/6/2022
285,9147,100000,120,14.93,3351,61,9/11/2022,9/11/2032
90,1429,800000,15,15.75,61733,8,8/11/2018,11/11/2019
16,4301,500000,48,15.39,18467,45,2/12/2010,2/12/2014
266,1321,200000,51,13.86,6591,46,8/6/2013,11/6/2017
51,8602,200000,6,15.38,33333,4,11/18/2016,5/18/2017
224,6837,400000,45,13.12,12867,30,5/11/2015,2/11/2019
154,1969,400000,21,12.23,21377,12,5/17/2021,2/17/2023
184,1670,900000,135,12.72,24884,127,9/4/2016,12/4/2027
296,5339,600000,135,17.25,25589,84,6/7/2021,9/7/2032
49,4870,800000,90,16.66,26140,72,9/24/2015,3/24/2023
125,8199,200000,84,12.4,5397,62,12/12/2014,12/12/2021
35,8195,400000,39,17.41,16600,32,4/23/2011,7/23/2014
47,2481,800000,123,17.06,31425,70,10/22/2022,1/22/2033
261,9417,600000,168,13.44,20872,108,7/24/2022,7/24/2036
299,9223,800000,6,11.66,133333,4,7/19/2015,1/19/2016
228,6968,500000,114,9,9526,114,5/17/2012,11/17/2021
130,3794,500000,120,15.91,18239,67,4/17/2016,4/17/2026
215,1038,800000,168,8.95,15811,104,11/18/2015,11/18/2029
256,5851,300000,3,14.8,100000,2,4/29/2017,7/29/2017
255,9657,300000,51,13.12,9632,41,3/24/2014,6/24/2018
264,1540,500000,39,17.29,20687,24,6/13/2014,9/13/2017
297,9358,200000,93,11.24,4533,88,3/11/2013,12/11/2020
189,6560,300000,63,8.39,7124,46,12/14/2016,3/14/2022
263,2320,700000,153,16.72,29252,92,2/19/2022,11/19/2034
23,4294,800000,120,10.71,18441,74,7/29/2014,7/29/2024
83,9641,600000,69,17,19065,53,2/7/2011,11/7/2016
201,4610,200000,81,17.29,6429,41,12/30/2020,9/30/2027
23,4260,300000,27,11.63,13846,21,5/11/2014,8/11/2016
151,5987,200000,84,17.3,7275,67,5/27/2016,5/27/2023
26,4118,700000,30,9.57,28013,17,11/6/2021,5/6/2024
36,6150,100000,81,15.72,2965,48,11/11/2022,8/11/2029
286,2365,400000,168,12.72,12728,120,8/21/2021,8/21/2035
45,3545,300000,54,9.28,7923,50,1/2/2022,7/2/2026
283,9502,900000,57,12.79,25553,29,4/27/2016,1/27/2021
105,4284,400000,6,11.59,66667,5,1/21/2013,7/21/2013
132,4262,200000,159,14.77,7541,153,5/24/2011,8/24/2024
4,9018,400000,171,13.06,13043,126,6/19/2015,9/19/2029
142,8846,200000,156,15.14,8014,129,8/13/2016,8/13/2029
215,2212,100000,30,8.99,3960,18,7/26/2015,1/26/2018
81,3886,600000,51,14.36,20122,41,11/14/2014,2/14/2019
159,3533,800000,84,14.34,24333,57,11/9/2015,11/9/2022
170,6675,900000,138,12.38,23547,79,2/4/2011,8/4/2022
31,9688,700000,153,15.53,25867,148,3/22/2019,12/22/2031
109,5252,300000,72,9.29,7100,57,6/27/2010,6/27/2016
149,4720,600000,6,12.92,100000,4,8/16/2021,2/16/2022
140,9180,100000,111,9.46,2032,104,8/23/2018,11/23/2027
279,1662,600000,51,12.65,18945,41,9/3/2019,12/3/2023
153,9422,200000,57,12.75,5670,36,2/18/2023,11/18/2027
105,7542,500000,90,13.44,13430,80,10/16/2012,4/16/2020
293,8963,800000,135,15.09,27808,128,9/26/2016,12/26/2027
108,1131,200000,84,11.58,5127,59,11/2/2012,11/2/2019
217,1824,700000,180,14.81,30869,113,10/5/2021,10/5/2036
114,4391,400000,123,11.02,9251,89,12/25/2011,3/25/2022
99,9918,800000,96,13.27,22581,62,6/21/2010,6/21/2018
202,2173,300000,66,12,8011,60,12/1/2017,6/1/2023
246,5389,600000,159,16.78,28349,141,8/24/2020,11/24/2033
238,9546,200000,84,8.11,4110,81,7/31/2021,7/31/2028
86,2571,700000,132,13.03,20401,95,3/12/2013,3/12/2024
104,7835,600000,9,14.49,66667,7,10/25/2022,7/25/2023
255,6830,100000,6,16.91,16667,4,12/31/2018,6/30/2019
123,4588,500000,57,10.42,13040,39,10/17/2020,7/17/2025
19,6293,600000,48,16.26,22837,30,12/25/2017,12/25/2021
187,2958,900000,180,15.15,41489,102,5/27/2016,5/27/2031
121,5294,200000,135,10.1,4269,85,4/17/2012,7/17/2023
8,9971,100000,138,13.23,2842,107,11/12/2022,5/12/2034
62,5386,300000,126,13.14,8183,85,4/17/2014,10/17/2024
284,3518,300000,150,9.88,6195,129,2/9/2012,8/9/2024
145,1131,900000,138,13.73,26853,92,4/22/2018,10/22/2029
236,5146,500000,45,12.93,16002,29,2/28/2021,11/28/2024
24,3934,300000,81,10.89,6886,69,8/26/2017,5/26/2024
280,5336,1000000,90,10.26,22013,86,3/26/2018,9/26/2025
10,1324,200000,42,11.9,6672,35,1/8/2016,7/8/2019
30,1721,900000,33,9.52,32713,20,6/5/2019,3/5/2022
239,2654,100000,93,11.53,2308,76,11/5/2010,8/5/2018
60,6757,400000,81,9.38,8457,67,3/22/2017,12/22/2023
55,3816,900000,174,17.46,49221,172,11/16/2010,5/16/2025
125,4443,700000,162,13.04,21262,87,5/18/2021,11/18/2034
71,2240,400000,117,9.57,7782,72,8/19/2021,5/19/2031
11,6809,200000,165,8.67,3572,103,11/27/2010,8/27/2024
282,4696,900000,51,14.74,30587,32,1/22/2018,4/22/2022
184,9502,600000,111,15.51,19788,71,4/17/2021,7/17/2030
8,5543,400000,174,17.94,23161,92,5/20/2010,11/20/2024
288,7650,1000000,69,8.16,21453,47,5/8/2010,2/8/2016
160,1472,200000,66,9.29,4725,48,6/19/2020,12/19/2025
231,6593,600000,39,10.8,20927,37,9/3/2022,12/3/2025
206,6314,800000,39,14.2,30551,30,9/9/2014,12/9/2017
281,7373,700000,129,16.2,24354,69,3/11/2015,12/11/2025
176,9673,200000,120,10.61,4569,88,10/15/2014,10/15/2024
124,2726,600000,3,17.37,200000,2,7/10/2012,10/10/2012
60,6331,400000,63,16.72,13755,47,11/29/2021,2/28/2027
125,9312,200000,42,17.92,7808,24,12/22/2011,6/22/2015
84,3280,700000,114,15.87,23117,64,1/19/2012,7/19/2021
159,2388,1000000,69,8.11,21403,63,5/10/2021,2/10/2027
130,4888,600000,24,17.75,34663,19,8/22/2023,8/22/2025
107,3217,800000,12,12.45,74967,8,5/2/2023,5/2/2024
63,8214,300000,99,17.41,10943,58,3/12/2012,6/12/2020
21,2579,900000,45,14.65,30141,44,11/6/2018,8/6/2022
221,2905,200000,141,10.86,4409,108,6/15/2010,3/15/2022
295,3488,900000,90,11.13,20932,76,1/8/2017,7/8/2024
141,8417,500000,174,9.43,10147,163,6/2/2010,12/2/2024
212,6502,300000,126,16.5,10965,110,8/26/2023,2/26/2034
156,8229,700000,84,12.4,18888,82,8/20/2019,8/20/2026
142,6815,300000,171,13.61,10470,98,2/21/2022,5/21/2036
73,6044,800000,108,11.65,19971,78,12/21/2021,12/21/2030
5,9794,300000,87,9.21,6389,54,4/26/2010,7/26/2017
191,7183,300000,147,8.94,5702,88,7/21/2015,10/21/2027
100,6720,900000,168,17.17,49245,139,7/27/2017,7/27/2031
255,4548,800000,147,15.37,30261,84,12/28/2015,3/28/2028
61,8230,400000,108,12.23,10462,81,1/31/2014,1/31/2023
136,4725,400000,45,10.64,12039,39,8/28/2022,5/28/2026
63,6150,500000,66,12.48,13640,60,11/17/2020,5/17/2026
269,5693,200000,36,8.05,7008,30,10/29/2020,10/29/2023
197,8808,300000,81,12.34,7445,47,9/14/2017,6/14/2024
56,9512,600000,162,16.68,27516,113,5/16/2014,11/16/2027
197,2347,800000,108,9.65,16972,92,7/14/2019,7/14/2028
89,4814,700000,141,16.52,26686,122,1/19/2021,10/19/2032
128,8288,700000,150,14.84,24554,126,2/17/2020,8/17/2032
152,4635,200000,87,17.07,6928,80,4/1/2018,7/1/2025
106,5132,600000,102,9.05,11764,82,5/17/2019,11/17/2027
255,8176,600000,135,11.9,15309,77,5/1/2020,8/1/2031
141,4360,700000,120,10.52,15861,111,8/21/2018,8/21/2028
152,1994,800000,9,11.73,88889,7,9/10/2018,6/10/2019
148,5480,300000,12,16.02,29005,6,3/27/2023,3/27/2024
23,1569,1000000,174,12.05,28263,92,10/2/2020,4/2/2035
156,7934,900000,90,17.81,31497,73,3/19/2022,9/19/2029
298,7422,500000,123,17.3,20047,94,7/2/2010,10/2/2020
123,7170,400000,42,13.05,13760,39,10/30/2018,4/30/2022
54,6346,800000,6,16.4,133333,6,8/8/2012,2/8/2013
204,4702,700000,168,11.23,18488,154,2/11/2017,2/11/2031
84,6739,500000,144,12.6,14423,112,10/17/2022,10/17/2034
295,9374,700000,90,10.09,15244,68,1/11/2023,7/11/2030
264,1183,100000,168,12.43,3069,112,7/4/2013,7/4/2027
45,8559,800000,27,14.44,38804,22,5/4/2020,8/4/2022
72,1882,300000,60,14.33,9767,57,8/4/2016,8/4/2021
173,7327,200000,144,17.28,9405,94,2/15/2012,2/15/2024
120,7520,800000,120,17.22,32653,68,4/13/2014,4/13/2024
226,4634,800000,105,15.99,24961,68,3/12/2012,12/12/2020
136,4189,100000,102,13.04,2614,85,7/2/2021,1/2/2030
37,3749,500000,30,13.13,21331,18,2/15/2010,8/15/2012
149,8226,400000,3,9.79,133333,3,9/21/2013,12/21/2013
297,1867,500000,105,12.37,12106,82,11/5/2017,8/5/2026
293,8180,500000,18,17.8,32722,14,3/2/2017,9/2/2018
271,3588,500000,165,15.72,20221,159,8/30/2021,5/30/2035
243,8299,300000,69,8.13,6427,49,12/7/2010,9/7/2016
119,3552,300000,141,12.57,7826,130,8/27/2019,5/27/2031
284,4557,600000,72,9.26,14177,61,10/26/2018,10/26/2024
27,6100,700000,6,13.02,116667,6,4/8/2010,10/8/2010
285,7228,800000,39,12.61,29292,25,8/7/2021,11/7/2024
133,6996,700000,45,15,23658,27,4/26/2010,1/26/2014
153,5472,400000,21,14.86,21878,15,6/8/2013,3/8/2015
148,1203,900000,54,8.61,23191,28,12/12/2017,6/12/2022
97,8244,800000,123,13.55,23177,84,9/4/2011,12/4/2021
40,9097,600000,111,8.63,11386,72,2/10/2011,5/10/2020
11,8297,600000,150,15.86,23403,98,1/20/2019,7/20/2031
20,2660,500000,12,17.84,49100,7,11/22/2010,11/22/2011
116,4351,500000,12,8.73,45304,9,4/21/2021,4/21/2022
51,2402,800000,135,13.13,23020,75,9/27/2014,12/27/2025
37,4134,400000,141,11.36,9265,97,4/3/2023,1/3/2035
112,6445,900000,60,9.2,23292,37,6/21/2016,6/21/2021
236,4060,300000,84,14.88,9431,56,12/6/2018,12/6/2025
256,2761,200000,81,10.43,4478,59,11/10/2017,8/10/2024
222,9666,800000,177,17.45,42959,91,2/11/2015,11/11/2029
122,7946,200000,15,16.46,15528,10,10/3/2022,1/3/2024
16,1504,600000,180,11.75,17644,151,12/19/2010,12/19/2025
208,3277,500000,75,13.08,13939,45,5/16/2013,8/16/2019
215,9084,300000,99,11.14,7054,55,2/21/2021,5/21/2029
210,6042,600000,9,18,66667,5,12/20/2015,9/20/2016
162,9503,700000,156,8.02,12233,101,4/14/2011,4/14/2024
290,4878,600000,102,13.02,15660,78,10/23/2020,4/23/2029
151,5772,700000,150,9.21,13432,87,6/14/2021,12/14/2033
120,6758,800000,18,15.23,51213,13,6/5/2014,12/5/2015
107,2525,300000,9,12.82,33333,8,3/31/2013,12/31/2013
93,5958,200000,153,11.54,4847,118,3/5/2014,12/5/2026
24,5289,200000,48,15.31,7366,28,1/16/2011,1/16/2015
196,7972,500000,30,9.9,20130,21,11/29/2011,5/29/2014
8,3079,100000,102,13.22,2647,54,6/4/2013,12/4/2021
57,7116,1000000,72,11.83,27165,44,4/17/2019,4/17/2025
159,5694,400000,120,15.35,13901,63,6/18/2013,6/18/2023
196,1390,400000,39,9.83,13588,29,8/8/2021,11/8/2024
